timestamp, count
1608052265, 13
1608052275, 14
1608052283, 16
1608052292, 18
1608052303, 23
1608052310, 24
1608052323, 26
1608058801, 21
1608058811, 20
1608058819, 16
1608058831, 11
1608058839, 8
1608058844, 3
1608058858, 0
1608109801, 4
1608109815, 5
1608109823, 7
1608109829, 8
1608109837, 13
1608109849, 15
1608109863, 16
1608109875, 17
1608109881, 21
1608109890, 26
1608109898, 30
1608109906, 32
1608109914, 37
1608116401, 34
1608116406, 32
1608116420, 31
1608116429, 27
1608116439, 22
1608116444, 17
1608116459, 16
1608116465, 15
1608116479, 13
1608116492, 10
1608116503, 5
1608116510, 2
1608116519, 0
1608117001, 1
1608117012, 3
1608117024, 6
1608117030, 10
1608117042, 12
1608117048, 14
1608117055, 18
1608117065, 20
1608117073, 22
1608117083, 27
1608117093, 30
1608117106, 31
1608117115, 35
1608117125, 39
1608123601, 34
1608123608, 29
1608123618, 28
1608123630, 25
1608123635, 20
1608123641, 17
1608123654, 16
1608123661, 14
1608123671, 11
1608123685, 9
1608123691, 4
1608123706, 0
1608124201, 3
1608124206, 8
1608124219, 11
1608124234, 14
1608124247, 16
1608124260, 21
1608124268, 22
1608124282, 27
1608124288, 30
1608124293, 34
1608124308, 37
1608130801, 35
1608130813, 31
1608130823, 26
1608130838, 23
1608130850, 21
1608130855, 19
1608130865, 16
1608130878, 14
1608130884, 10
1608130897, 9
1608130904, 7
1608130917, 2
1608130929, 0
1608131401, 4
1608131414, 9
1608131423, 13
1608131435, 15
1608131440, 20
1608131455, 24
1608138001, 22
1608138015, 19
1608138027, 15
1608138035, 12
1608138041, 9
1608138052, 8
1608138062, 6
1608138067, 3
1608138077, 0
1608138601, 5
1608138607, 10
1608138619, 11
1608138631, 16
1608138638, 18
1608138649, 21
1608138657, 22
1608138662, 26
1608138672, 28
1608138678, 31
1608138692, 33
1608138704, 38
1608145201, 37
1608145216, 34
1608145225, 29
1608145231, 28
1608145243, 25
1608145252, 24
1608145264, 22
1608145269, 20
1608145280, 17
1608145291, 12
1608145299, 10
1608145312, 7
1608145327, 2
1608145339, 0
1608145801, 4
1608145813, 9
1608145822, 12
1608145831, 13
1608145844, 16
1608145857, 21
1608145863, 23
1608145874, 27
1608145880, 30
1608145885, 31
1608145896, 34
1608145911, 38
1608152401, 36
1608152415, 35
1608152425, 30
1608152431, 29
1608152445, 26
1608152450, 21
1608152464, 19
1608152471, 18
1608152478, 16
1608152488, 13
1608152503, 10
1608152516, 8
1608152529, 3
1608152540, 0
1608199801, 3
1608199806, 4
1608199818, 9
1608199827, 14
1608199840, 17
1608199850, 22
1608206401, 17
1608206407, 12
1608206416, 9
1608206422, 5
1608206431, 4
1608206443, 0
1608221401, 1
1608221406, 2
1608221414, 4
1608221429, 5
1608221435, 9
1608221445, 10
1608221455, 12
1608221467, 17
1608221480, 20
1608221485, 22
1608221493, 25
1608221502, 26
1608221514, 30
1608231601, 28
1608231615, 26
1608231626, 25
1608231640, 24
1608231647, 19
1608231662, 17
1608231672, 12
1608231679, 7
1608231686, 6
1608231701, 3
1608231711, 0
1608289801, 1
1608289811, 5
1608289819, 8
1608289829, 11
1608289837, 13
1608289847, 14
1608289860, 15
1608289869, 16
1608289883, 19
1608289893, 24
1608289903, 25
1608289911, 30
1608289924, 34
1608289939, 35
1608289949, 40
1608296401, 38
1608296408, 36
1608296417, 33
1608296428, 31
1608296439, 30
1608296451, 25
1608296466, 22
1608296473, 19
1608296484, 17
1608296499, 16
1608296506, 15
1608296511, 12
1608296525, 11
1608296533, 8
1608296548, 6
1608296561, 5
1608296567, 2
1608296578, 0
1608541801, 5
1608541810, 6
1608541821, 10
1608541833, 12
1608541839, 14
1608541850, 18
1608541857, 21
1608541863, 25
1608541878, 27
1608541892, 30
1608541905, 35
1608541914, 36
1608541923, 41
1608548401, 36
1608548411, 34
1608548425, 30
1608548436, 25
1608548449, 20
1608548458, 17
1608548471, 15
1608548483, 12
1608548491, 7
1608548505, 6
1608548515, 4
1608548526, 1
1608548538, 0
1608556201, 4
1608556211, 7
1608556218, 8
1608556229, 9
1608556235, 13
1608556242, 16
1608556254, 21
1608556265, 25
1608556276, 30
1608562801, 27
1608562810, 25
1608562822, 20
1608562830, 15
1608562837, 14
1608562847, 10
1608562855, 8
1608562868, 7
1608562876, 3
1608562886, 2
1608562895, 0
1608563401, 2
1608563413, 6
1608563423, 7
1608563434, 8
1608563446, 11
1608563457, 12
1608563472, 17
1608563481, 21
1608563496, 23
1608563504, 27
1608563511, 31
1608563517, 32
1608563529, 35
1608563540, 39
1608570001, 38
1608570008, 36
1608570023, 31
1608570032, 26
1608570044, 25
1608570052, 24
1608570065, 23
1608570072, 18
1608570082, 15
1608570088, 12
1608570096, 9
1608570107, 4
1608570121, 0
1608570601, 1
1608570612, 5
1608570623, 6
1608570635, 11
1608570646, 13
1608570655, 14
1608570668, 15
1608570682, 16
1608570697, 18
1608570712, 22
1608570721, 24
1608570733, 27
1608570741, 30
1608570749, 33
1608570761, 35
1608570770, 40
1608577201, 39
1608577209, 36
1608577220, 31
1608577234, 27
1608577241, 25
1608577255, 24
1608577263, 20
1608577270, 18
1608577279, 16
1608577286, 12
1608577298, 11
1608577309, 8
1608577320, 3
1608577327, 0
1608635401, 5
1608635415, 7
1608635430, 11
1608635442, 16
1608635454, 20
1608635468, 21
1608635480, 26
1608635492, 28
1608635505, 30
1608635510, 32
1608635525, 35
1608635539, 38
1608642001, 33
1608642013, 31
1608642018, 27
1608642025, 26
1608642032, 25
1608642043, 22
1608642057, 20
1608642065, 17
1608642075, 13
1608642088, 10
1608642101, 6
1608642114, 3
1608642127, 2
1608642135, 0
1608642601, 4
1608642613, 9
1608642618, 14
1608642625, 17
1608642640, 22
1608642649, 26
1608642662, 27
1608642671, 32
1608642680, 33
1608642687, 34
1608642700, 36
1608642712, 39
1608649201, 36
1608649208, 34
1608649215, 29
1608649230, 26
1608649245, 25
1608649258, 23
1608649272, 19
1608649284, 18
1608649296, 14
1608649311, 10
1608649325, 9
1608649333, 4
1608649345, 1
1608649360, 0
1608657001, 4
1608657009, 5
1608657023, 10
1608657029, 11
1608657041, 14
1608657047, 18
1608657058, 22
1608657067, 23
1608657075, 26
1608657082, 29
1608663601, 28
1608663606, 23
1608663616, 20
1608663630, 17
1608663636, 13
1608663651, 12
1608663666, 9
1608663677, 8
1608663689, 5
1608663702, 1
1608663712, 0
1608714601, 1
1608714613, 4
1608714627, 8
1608714640, 10
1608714650, 12
1608714658, 15
1608714664, 19
1608714675, 20
1608714690, 24
1608714702, 26
1608714716, 29
1608714730, 32
1608714744, 34
1608714753, 36
1608714765, 37
1608721201, 36
1608721216, 32
1608721222, 27
1608721235, 26
1608721246, 23
1608721257, 21
1608721268, 17
1608721282, 12
1608721294, 8
1608721302, 5
1608721314, 2
1608721322, 0
1608721801, 2
1608721809, 6
1608721822, 10
1608721830, 14
1608721836, 15
1608721851, 16
1608721858, 18
1608721870, 23
1608721876, 28
1608721886, 31
1608721894, 32
1608721900, 33
1608721911, 37
1608721920, 41
1608728401, 38
1608728407, 35
1608728414, 34
1608728429, 31
1608728444, 26
1608728459, 24
1608728472, 19
1608728486, 18
1608728501, 15
1608728509, 10
1608728516, 5
1608728521, 4
1608728533, 1
1608728546, 0
1608729001, 5
1608729013, 10
1608729021, 13
1608729036, 18
1608729050, 23
1608729055, 26
1608729069, 29
1608729079, 34
1608729094, 37
1608735601, 34
1608735609, 31
1608735621, 28
1608735627, 23
1608735640, 22
1608735651, 17
1608735664, 12
1608735677, 10
1608735685, 9
1608735693, 7
1608735704, 5
1608735714, 4
1608735722, 2
1608735736, 0
1608736201, 2
1608736216, 4
1608736226, 7
1608736239, 9
1608736254, 12
1608736260, 17
1608736266, 18
1608736275, 20
1608742801, 18
1608742809, 15
1608742818, 12
1608742824, 8
1608742830, 5
1608742841, 4
1608742848, 0
1608743401, 3
1608743412, 4
1608743425, 7
1608743432, 10
1608743445, 12
1608743458, 15
1608743466, 18
1608743478, 22
1608743485, 23
1608743497, 28
1608743510, 29
1608743525, 33
1608743540, 37
1608750001, 34
1608750012, 30
1608750019, 29
1608750024, 28
1608750029, 25
1608750039, 20
1608750049, 19
1608750058, 16
1608750063, 14
1608750074, 12
1608750081, 8
1608750094, 4
1608750106, 2
1608750114, 0
1608750601, 2
1608750609, 7
1608750617, 8
1608750630, 13
1608750642, 18
1608750653, 19
1608750663, 23
1608750675, 25
1608750685, 26
1608750697, 28
1608750709, 32
1608750723, 36
1608750735, 40
1608757201, 35
1608757213, 34
1608757221, 32
1608757233, 31
1608757245, 30
1608757250, 25
1608757256, 23
1608757261, 19
1608757269, 18
1608757274, 16
1608757284, 11
1608757299, 6
1608757313, 5
1608757319, 2
1608757330, 0
1608804601, 2
1608804615, 6
1608804630, 10
1608804644, 14
1608804652, 16
1608804657, 21
1608804670, 25
1608811201, 22
1608811216, 21
1608811221, 19
1608811236, 18
1608811246, 17
1608811255, 16
1608811267, 14
1608811280, 9
1608811295, 5
1608811300, 1
1608811312, 0
1608811801, 1
1608811807, 4
1608811817, 6
1608811832, 10
1608811839, 12
1608811851, 15
1608811856, 17
1608811868, 20
1608818401, 15
1608818411, 10
1608818418, 7
1608818433, 5
1608818442, 1
1608818453, 0
1608826201, 3
1608826207, 6
1608826212, 9
1608826221, 11
1608826233, 15
1608826241, 19
1608826249, 24
1608826262, 26
1608826277, 28
1608836401, 25
1608836412, 23
1608836424, 22
1608836430, 17
1608836439, 15
1608836453, 10
1608836461, 8
1608836476, 7
1608836486, 5
1608836498, 4
1608836512, 0
1609161001, 1
1609161012, 6
1609161024, 11
1609161029, 15
1609161039, 17
1609161047, 18
1609161059, 22
1609161069, 26
1609167601, 23
1609167609, 21
1609167618, 20
1609167633, 16
1609167644, 14
1609167659, 9
1609167674, 5
1609167681, 3
1609167688, 1
1609167700, 0
1609261801, 5
1609261810, 6
1609261824, 7
1609261837, 11
1609261847, 15
1609261862, 20
1609261870, 23
1609268401, 19
1609268412, 14
1609268423, 10
1609268429, 9
1609268434, 6
1609268439, 1
1609268446, 0
1609409401, 1
1609409409, 4
1609409424, 5
1609409437, 8
1609409445, 9
1609409460, 13
1609409471, 16
1609409484, 20
1609409489, 23
1609416001, 22
1609416009, 17
1609416019, 16
1609416028, 13
1609416043, 11
1609416058, 8
1609416071, 3
1609416085, 1
1609416093, 0
1609416601, 1
1609416615, 2
1609416624, 6
1609416631, 11
1609416646, 12
1609416651, 17
1609416666, 22
1609423201, 21
1609423214, 18
1609423220, 13
1609423233, 11
1609423243, 6
1609423252, 4
1609423260, 0
1609431001, 5
1609431016, 7
1609431021, 9
1609431035, 10
1609431046, 11
1609431055, 13
1609431066, 14
1609431071, 18
1609431082, 21
1609431088, 26
1609441201, 22
1609441209, 21
1609441218, 20
1609441232, 19
1609441241, 16
1609441254, 14
1609441269, 10
1609441280, 9
1609441288, 8
1609441299, 5
1609441313, 0
1609765801, 1
1609765814, 6
1609765828, 11
1609765837, 15
1609765849, 19
1609765855, 24
1609772401, 22
1609772407, 17
1609772412, 13
1609772423, 10
1609772437, 5
1609772444, 4
1609772456, 1
1609772463, 0
1609866601, 3
1609866612, 5
1609866624, 9
1609866636, 13
1609866650, 15
1609866655, 18
1609866662, 20
1609866672, 23
1609866684, 28
1609873201, 23
1609873213, 18
1609873221, 16
1609873236, 13
1609873241, 10
1609873248, 6
1609873263, 4
1609873275, 2
1609873286, 0
1609938601, 5
1609938610, 9
1609938615, 12
1609938625, 15
1609938633, 16
1609938644, 21
1609945201, 17
1609945209, 15
1609945216, 13
1609945223, 9
1609945233, 5
1609945247, 3
1609945262, 1
1609945270, 0
1610014201, 1
1610014209, 6
1610014223, 9
1610014228, 11
1610014240, 14
1610014248, 18
1610014261, 23
1610020801, 18
1610020808, 16
1610020813, 15
1610020822, 11
1610020834, 9
1610020844, 7
1610020852, 2
1610020866, 0
1610021401, 4
1610021409, 8
1610021424, 10
1610021435, 14
1610021449, 18
1610028001, 14
1610028016, 10
1610028030, 8
1610028043, 4
1610028057, 3
1610028065, 1
1610028075, 0
1610035801, 2
1610035813, 3
1610035822, 5
1610035835, 6
1610035843, 7
1610035853, 11
1610035868, 15
1610035880, 19
1610035892, 21
1610035901, 22
1610035907, 23
1610046001, 20
1610046013, 19
1610046022, 17
1610046027, 12
1610046038, 11
1610046043, 9
1610046054, 5
1610046063, 0
1610104201, 2
1610104209, 4
1610104216, 8
1610104223, 10
1610104232, 15
1610104241, 17
1610104246, 22
1610104254, 24
1610104269, 25
1610104277, 26
1610104284, 27
1610104290, 28
1610104302, 29
1610104313, 31
1610104326, 36
1610104341, 39
1610110801, 35
1610110815, 30
1610110820, 26
1610110833, 23
1610110841, 22
1610110846, 18
1610110852, 13
1610110857, 10
1610110867, 8
1610110881, 6
1610110892, 4
1610110907, 0
1610356201, 2
1610356211, 3
1610356222, 6
1610356229, 8
1610356236, 11
1610356250, 14
1610356263, 18
1610356271, 22
1610356279, 24
1610356293, 29
1610356306, 33
1610356312, 37
1610356323, 39
1610362801, 36
1610362808, 33
1610362817, 29
1610362827, 26
1610362833, 25
1610362841, 24
1610362853, 21
1610362865, 16
1610362874, 15
1610362879, 13
1610362890, 10
1610362902, 6
1610362911, 5
1610362917, 3
1610362925, 0
1610370601, 1
1610370616, 4
1610370624, 7
1610370634, 10
1610370639, 15
1610370645, 20
1610370650, 25
1610377201, 22
1610377213, 17
1610377221, 13
1610377231, 9
1610377245, 4
1610377252, 3
1610377263, 0
1610377801, 2
1610377806, 5
1610377819, 9
1610377829, 10
1610377834, 12
1610377845, 13
1610377853, 15
1610377858, 17
1610377868, 21
1610377880, 23
1610377895, 26
1610377909, 28
1610377919, 32
1610377931, 35
1610377939, 40
1610384401, 37
1610384412, 35
1610384422, 30
1610384436, 28
1610384450, 26
1610384456, 22
1610384464, 17
1610384474, 13
1610384485, 9
1610384494, 6
1610384500, 2
1610384513, 0
1610385001, 3
1610385008, 7
1610385023, 10
1610385035, 14
1610385042, 15
1610385055, 16
1610385064, 19
1610385075, 23
1610385086, 27
1610385093, 29
1610385100, 32
1610385107, 33
1610385114, 36
1610385120, 37
1610391601, 36
1610391609, 32
1610391618, 27
1610391631, 25
1610391646, 21
1610391652, 16
1610391662, 13
1610391676, 12
1610391682, 7
1610391697, 2
1610391712, 0
1610449801, 1
1610449808, 4
1610449822, 6
1610449828, 11
1610449835, 13
1610449842, 14
1610449851, 17
1610449864, 20
1610449874, 24
1610449880, 26
1610449891, 30
1610449900, 33
1610449905, 36
1610449915, 40
1610456401, 38
1610456412, 37
1610456423, 34
1610456437, 30
1610456450, 28
1610456458, 26
1610456467, 23
1610456482, 22
1610456493, 21
1610456507, 19
1610456518, 14
1610456528, 9
1610456543, 4
1610456556, 2
1610456568, 0
1610457001, 2
1610457013, 4
1610457021, 9
1610457028, 14
1610457039, 19
1610457053, 20
1610457059, 21
1610457071, 23
1610457085, 27
1610457096, 31
1610457102, 36
1610457108, 38
1610457117, 40
1610463601, 38
1610463607, 37
1610463612, 33
1610463617, 32
1610463622, 30
1610463634, 29
1610463639, 26
1610463647, 25
1610463654, 24
1610463661, 23
1610463672, 21
1610463678, 16
1610463690, 11
1610463695, 9
1610463705, 7
1610463711, 5
1610463726, 3
1610463737, 2
1610463744, 0
1610471401, 4
1610471407, 7
1610471416, 8
1610471421, 11
1610471428, 15
1610471436, 20
1610471447, 21
1610471462, 24
1610478001, 20
1610478007, 18
1610478021, 15
1610478027, 12
1610478040, 11
1610478055, 10
1610478062, 6
1610478068, 5
1610478079, 4
1610478093, 3
1610478105, 0
1610619001, 1
1610619008, 5
1610619021, 9
1610619032, 13
1610619044, 18
1610625601, 15
1610625614, 10
1610625624, 6
1610625639, 2
1610625650, 0
1610626201, 5
1610626215, 7
1610626225, 9
1610626233, 13
1610626239, 17
1610626253, 19
1610632801, 18
1610632806, 14
1610632811, 12
1610632820, 8
1610632825, 5
1610632831, 1
1610632846, 0
1610640601, 4
1610640610, 5
1610640620, 10
1610640626, 13
1610640636, 17
1610640650, 18
1610640659, 22
1610640671, 24
1610640676, 25
1610650801, 21
1610650814, 16
1610650825, 15
1610650840, 11
1610650851, 6
1610650864, 5
1610650878, 1
1610650887, 0
1610975401, 2
1610975407, 6
1610975416, 9
1610975428, 12
1610975434, 14
1610975441, 17
1610975455, 19
1610975461, 24
1610975469, 26
1610982001, 23
1610982006, 21
1610982011, 18
1610982026, 13
1610982037, 10
1610982048, 8
1610982053, 7
1610982060, 2
1610982065, 0
1610982601, 2
1610982606, 6
1610982617, 9
1610982629, 10
1610982638, 15
1610982653, 16
1610982661, 17
1610982674, 21
1610982688, 24
1610982703, 25
1610982715, 27
1610982728, 30
1610982742, 34
1610982751, 38
1610989201, 35
1610989213, 33
1610989227, 30
1610989242, 26
1610989249, 24
1610989258, 23
1610989268, 22
1610989278, 21
1610989289, 18
1610989300, 13
1610989306, 8
1610989319, 5
1610989327, 3
1610989334, 1
1610989348, 0
1610989801, 3
1610989816, 5
1610989823, 7
1610989835, 10
1610989850, 11
1610989861, 16
1610989866, 21
1610989873, 25
1610989879, 30
1610989885, 35
1610989893, 40
1610996401, 36
1610996410, 33
1610996417, 31
1610996428, 27
1610996434, 24
1610996446, 21
1610996457, 19
1610996462, 18
1610996477, 16
1610996482, 11
1610996491, 8
1610996499, 3
1610996510, 1
1610996517, 0
